#{"t_start": 1754825888.5967047, "env_id": "None"}
r,l,t
-10.0,1,10.868149
-10.0,1,10.875589
-10.0,1,10.883021
-10.0,1,10.890547
-10.0,1,10.900412
-10.0,1,10.907965
-10.0,1,10.915871
-10.0,1,10.923629
-10.0,1,10.935122
-10.0,1,10.942624
-10.0,1,10.95046
-10.0,1,10.957615
-10.0,1,10.967274
-10.0,1,10.97508
-10.0,1,10.982582
-10.0,1,10.989787
-10.0,1,10.999715
-10.0,1,11.007141
-10.0,1,11.017532
-10.0,1,11.025213
-10.0,1,11.037049
-10.0,1,11.045098
-10.0,1,11.053073
-10.0,1,11.061433
-10.0,1,11.071485
-10.0,1,11.079177
-10.0,1,11.087038
-10.0,1,11.094298
-10.0,1,11.104372
-10.0,1,11.111832
-10.0,1,11.119451
-10.0,1,11.126836
-10.0,1,11.138811
-10.0,1,11.145631
-10.0,1,11.151951
-10.0,1,11.158974
-10.0,1,11.168896
-10.0,1,11.175614
-10.0,1,11.183304
-10.0,1,11.190329
-10.0,1,11.201375
-10.0,1,11.208155
-10.0,1,11.215311
-10.0,1,11.22298
-10.0,1,11.23295
-10.0,1,11.244428
-10.0,1,11.25374
-10.0,1,11.266314
-10.0,1,11.28008
-10.0,1,11.296918
-10.0,1,11.306632
-10.0,1,11.315509
-10.0,1,11.327688
-10.0,1,11.335572
-10.0,1,11.34574
-10.0,1,11.353241
-10.0,1,11.362201
-10.0,1,11.371499
-10.0,1,11.378415
-10.0,1,11.385165
-10.0,1,11.3944
-10.0,1,11.401401
-10.0,1,11.408262
-10.0,1,11.416565
-10.0,1,11.425741
-10.0,1,11.432937
-10.0,1,11.440789
-10.0,1,11.450288
-10.0,1,11.459684
-10.0,1,11.46695
-10.0,1,11.473806
-10.0,1,11.480952
-10.0,1,11.490411
-10.0,1,11.497683
-10.0,1,11.505453
-10.0,1,11.512753
-10.0,1,11.52257
-10.0,1,11.529845
-10.0,1,11.537126
-10.0,1,11.544601
-10.0,1,11.556646
-10.0,1,11.563217
-10.0,1,11.569583
-10.0,1,11.576269
-10.0,1,11.585421
-10.0,1,11.592239
-10.0,1,11.599024
-10.0,1,11.605813
-10.0,1,11.615054
-10.0,1,11.62191
-10.0,1,11.629186
-10.0,1,11.636203
-10.0,1,11.645772
-10.0,1,11.653227
-10.0,1,11.661918
-10.0,1,11.668937
-10.0,1,11.679354
-10.0,1,11.686792
-10.0,1,11.694327
-10.0,1,11.701519
-10.0,1,11.711815
-10.0,1,11.71955
-10.0,1,11.727687
-10.0,1,11.734884
-10.0,1,11.744803
-10.0,1,11.752743
-10.0,1,11.762496
-10.0,1,11.770134
-10.0,1,11.780686
-10.0,1,11.78852
-10.0,1,11.796326
-10.0,1,11.803815
-10.0,1,11.814939
-10.0,1,11.822938
-10.0,1,11.831097
-10.0,1,11.838715
-10.0,1,11.848526
-10.0,1,11.856535
-10.0,1,11.86535
-10.0,1,11.872736
-10.0,1,11.882874
-10.0,1,11.890967
-10.0,1,11.898503
-10.0,1,11.906404
-10.0,1,11.916344
-10.0,1,11.923854
-10.0,1,11.931143
-10.0,1,11.938913
-10.0,1,11.949437
-10.0,1,11.95847
-10.0,1,11.968724
-10.0,1,11.976566
-10.0,1,11.987401
-10.0,1,11.995472
-10.0,1,12.003658
-10.0,1,12.012195
-10.0,1,12.023575
-10.0,1,12.033686
-10.0,1,12.041252
-10.0,1,12.050259
-10.0,1,12.060972
-10.0,1,12.068975
-10.0,1,12.078218
-10.0,1,12.08585
-10.0,1,12.096251
-10.0,1,12.103882
-10.0,1,12.112068
-10.0,1,12.119735
-10.0,1,12.13052
-10.0,1,12.138339
-10.0,1,12.145875
-10.0,1,12.153971
-10.0,1,12.165156
-10.0,1,12.173429
-10.0,1,12.182424
-10.0,1,12.190543
-10.0,1,12.201999
-10.0,1,12.209525
-10.0,1,12.217216
-10.0,1,12.225027
-10.0,1,12.235055
-10.0,1,12.242985
-10.0,1,12.250627
-10.0,1,12.25833
-10.0,1,12.26918
-10.0,1,12.276739
-10.0,1,12.28741
-10.0,1,12.295989
-10.0,1,12.305822
-10.0,1,12.312969
-10.0,1,12.320245
-10.0,1,12.327698
-10.0,1,12.338827
-10.0,1,12.346366
-10.0,1,12.354422
-10.0,1,12.361888
-10.0,1,12.374484
-10.0,1,12.382107
-10.0,1,12.391198
-10.0,1,12.398863
-10.0,1,12.409657
-10.0,1,12.41714
-10.0,1,12.425648
-10.0,1,12.433213
-10.0,1,12.443138
-10.0,1,12.450843
-10.0,1,12.458225
-10.0,1,12.467305
-10.0,1,12.477774
-10.0,1,12.485276
-10.0,1,12.494182
-10.0,1,12.501626
-10.0,1,12.511533
-10.0,1,12.519177
-10.0,1,12.526954
-10.0,1,12.534701
-10.0,1,12.544613
-10.0,1,12.552165
-10.0,1,12.559938
-10.0,1,12.567403
-10.0,1,12.577693
-10.0,1,12.58536
-10.0,1,12.594156
-10.0,1,12.602136
-10.0,1,12.612061
-10.0,1,12.619994
-10.0,1,12.628231
-10.0,1,12.635688
-10.0,1,12.645909
-10.0,1,12.653783
-10.0,1,12.662605
-10.0,1,12.670882
-10.0,1,12.681268
-10.0,1,12.689371
-10.0,1,12.698429
-10.0,1,12.706607
-10.0,1,12.717725
-10.0,1,12.72723
-10.0,1,12.734627
-10.0,1,12.742835
-10.0,1,12.754195
-10.0,1,12.761964
-10.0,1,12.769726
-10.0,1,12.777946
-10.0,1,12.788408
-10.0,1,12.795971
-10.0,1,12.80553
-10.0,1,12.813146
-10.0,1,12.82365
-10.0,1,12.831796
-10.0,1,12.83936
-10.0,1,12.848396
-10.0,1,12.858967
-10.0,1,12.866444
-10.0,1,12.874388
-10.0,1,12.882338
-10.0,1,12.895709
-10.0,1,12.905391
-10.0,1,12.912785
-10.0,1,12.92044
-10.0,1,12.931026
-10.0,1,12.938904
-10.0,1,12.946861
-10.0,1,12.954454
-10.0,1,12.965438
-10.0,1,12.973337
-10.0,1,12.98105
-10.0,1,12.988316
-10.0,1,12.9986
-10.0,1,13.007563
-10.0,1,13.016183
-10.0,1,13.024155
-10.0,1,13.034272
-10.0,1,13.042075
-10.0,1,13.050015
-10.0,1,13.057693
-10.0,1,13.067543
-10.0,1,13.075108
-10.0,1,13.082832
-10.0,1,13.090887
-10.0,1,13.101277
-10.0,1,13.111787
-10.0,1,13.119264
-10.0,1,13.126644
-10.0,1,13.13749
-10.0,1,13.144883
-10.0,1,13.152442
-10.0,1,13.160898
-10.0,1,13.171144
-10.0,1,13.179018
-10.0,1,13.186555
-10.0,1,13.194383
-10.0,1,13.205913
-10.0,1,13.215154
-10.0,1,13.222537
-10.0,1,13.230069
-10.0,1,13.240288
-10.0,1,13.247817
-10.0,1,13.25563
-10.0,1,13.263576
-10.0,1,13.27353
-10.0,1,13.281481
-10.0,1,13.289461
-10.0,1,13.296814
-10.0,1,13.306572
-10.0,1,13.314195
-10.0,1,13.323209
-10.0,1,13.330623
-10.0,1,13.340345
-10.0,1,13.347863
-10.0,1,13.355458
-10.0,1,13.363181
-10.0,1,13.373294
-10.0,1,13.380988
-10.0,1,13.388465
-10.0,1,13.395852
-10.0,1,13.406464
-10.0,1,13.414044
-10.0,1,13.42048
-10.0,1,13.428648
-10.0,1,13.437067
-10.0,1,13.443681
-10.0,1,13.451498
-10.0,1,13.457968
-10.0,1,13.467957
-10.0,1,13.474681
-10.0,1,13.481927
-10.0,1,13.489749
-10.0,1,13.500979
-10.0,1,13.50886
-10.0,1,13.516959
-10.0,1,13.524837
-10.0,1,13.538043
-10.0,1,13.546422
-10.0,1,13.554853
-10.0,1,13.563299
-10.0,1,13.573138
-10.0,1,13.580817
-10.0,1,13.588457
-10.0,1,13.596406
-10.0,1,13.606667
-10.0,1,13.613963
-10.0,1,13.621619
-10.0,1,13.628848
-10.0,1,13.641779
-10.0,1,13.649465
-10.0,1,13.657686
-10.0,1,13.664844
-10.0,1,13.674966
-10.0,1,13.68243
-10.0,1,13.691054
-10.0,1,13.698526
-10.0,1,13.709342
-10.0,1,13.717014
-10.0,1,13.724383
-10.0,1,13.732454
-10.0,1,13.744425
-10.0,1,13.751818
-10.0,1,13.759476
-10.0,1,13.766888
-10.0,1,13.777264
-10.0,1,13.785123
-10.0,1,13.792559
-10.0,1,13.80062
-10.0,1,13.810657
-10.0,1,13.818547
-10.0,1,13.826589
-10.0,1,13.834295
-10.0,1,13.845869
-10.0,1,13.853579
-10.0,1,13.86179
-10.0,1,13.869047
-10.0,1,13.879077
-10.0,1,13.886563
-10.0,1,13.89462
-10.0,1,13.902028
-10.0,1,13.912081
-10.0,1,13.919595
-10.0,1,13.927001
-10.0,1,13.934877
-10.0,1,13.946243
-10.0,1,13.953638
-10.0,1,13.961252
-10.0,1,13.968738
-10.0,1,13.978571
-10.0,1,13.9863
-10.0,1,14.01778
-10.0,1,14.029243
-10.0,1,14.04712
-10.0,1,14.066236
-10.0,1,14.085942
-10.0,1,14.098811
-10.0,1,14.112141
-10.0,1,14.121443
-10.0,1,14.135337
-10.0,1,14.144655
-10.0,1,14.156491
-10.0,1,14.163564
-10.0,1,14.170741
-10.0,1,14.178296
-10.0,1,14.188601
-10.0,1,14.196678
-10.0,1,14.204788
-10.0,1,14.212651
-10.0,1,14.223314
-10.0,1,14.231508
-10.0,1,14.240534
-10.0,1,14.248609
-10.0,1,14.261873
-10.0,1,14.270068
-10.0,1,14.278414
-10.0,1,14.286758
-10.0,1,14.297744
-10.0,1,14.306255
-10.0,1,14.314691
-10.0,1,14.323417
-10.0,1,14.334753
-10.0,1,14.343615
-10.0,1,14.352169
-10.0,1,14.361288
-10.0,1,14.375886
-10.0,1,14.383638
-10.0,1,14.391564
-10.0,1,14.399424
-10.0,1,14.409385
-10.0,1,14.417436
-10.0,1,14.42577
-10.0,1,14.434104
-10.0,1,14.444405
-10.0,1,14.45235
-10.0,1,14.460522
-10.0,1,14.469011
-10.0,1,14.483168
-10.0,1,14.490713
-10.0,1,14.4982
-10.0,1,14.506214
-10.0,1,14.516593
-10.0,1,14.524502
-10.0,1,14.532615
-10.0,1,14.540641
-10.0,1,14.551294
-10.0,1,14.558915
-10.0,1,14.566477
-10.0,1,14.574147
-10.0,1,14.586097
-10.0,1,14.593497
-10.0,1,14.601099
-10.0,1,14.608333
-10.0,1,14.618124
-10.0,1,14.625489
-10.0,1,14.632835
-10.0,1,14.640379
-10.0,1,14.650831
-10.0,1,14.658499
-10.0,1,14.666036
-10.0,1,14.673311
-10.0,1,14.684975
-10.0,1,14.692796
-10.0,1,14.700351
-10.0,1,14.707618
-10.0,1,14.717354
-10.0,1,14.724861
-10.0,1,14.732792
-10.0,1,14.740772
-10.0,1,14.750453
-10.0,1,14.757815
-10.0,1,14.765449
-10.0,1,14.772968
-10.0,1,14.783108
-10.0,1,14.792144
-10.0,1,14.799426
-10.0,1,14.806761
-10.0,1,14.816789
-10.0,1,14.824924
-10.0,1,14.832312
-10.0,1,14.839838
-10.0,1,14.849797
-10.0,1,14.857298
-10.0,1,14.865038
-10.0,1,14.873123
-10.0,1,14.88282
-10.0,1,14.892893
-10.0,1,14.900789
-10.0,1,14.908748
-10.0,1,14.919299
-10.0,1,14.927613
-10.0,1,14.935743
-10.0,1,14.944328
-10.0,1,14.954485
-10.0,1,14.962474
-10.0,1,14.970103
-10.0,1,14.978419
-10.0,1,14.988576
-10.0,1,14.997464
-10.0,1,15.005132
-10.0,1,15.012559
-10.0,1,15.022748
-10.0,1,15.030062
-10.0,1,15.037941
-10.0,1,15.046041
-10.0,1,15.057052
-10.0,1,15.064675
-10.0,1,15.072167
-10.0,1,15.079658
-10.0,1,15.089404
-10.0,1,15.098338
-10.0,1,15.106068
-10.0,1,15.11446
-10.0,1,15.12472
-10.0,1,15.132388
-10.0,1,15.140178
-10.0,1,15.147922
-10.0,1,15.157963
-10.0,1,15.165474
-10.0,1,15.173195
-10.0,1,15.180715
-10.0,1,15.191506
-10.0,1,15.200952
-10.0,1,15.208467
-10.0,1,15.216026
-10.0,1,15.227324
-10.0,1,15.235008
-10.0,1,15.24257
-10.0,1,15.249871
-10.0,1,15.259604
-10.0,1,15.267285
-10.0,1,15.27496
-10.0,1,15.282658
-10.0,1,15.292662
-10.0,1,15.301517
-10.0,1,15.309472
-10.0,1,15.317432
-10.0,1,15.327187
-10.0,1,15.334861
-10.0,1,15.342555
-10.0,1,15.350362
-10.0,1,15.360308
-10.0,1,15.367794
-10.0,1,15.375443
-10.0,1,15.383081
-10.0,1,15.393072
-10.0,1,15.40237
-10.0,1,15.410312
-10.0,1,15.417839
-10.0,1,15.427569
-10.0,1,15.434807
-10.0,1,15.442847
-10.0,1,15.450378
-10.0,1,15.461255
-10.0,1,15.470807
-10.0,1,15.478571
-10.0,1,15.486049
-10.0,1,15.496243
-10.0,1,15.503851
-10.0,1,15.51259
-10.0,1,15.520292
-10.0,1,15.530352
-10.0,1,15.537936
-10.0,1,15.545474
-10.0,1,15.553128
-10.0,1,15.562892
-10.0,1,15.570361
-10.0,1,15.578139
-10.0,1,15.585908
-10.0,1,15.596236
-10.0,1,15.603909
-10.0,1,15.612836
-10.0,1,15.620492
-10.0,1,15.630188
-10.0,1,15.6376
-10.0,1,15.645112
-10.0,1,15.652581
-10.0,1,15.663049
-10.0,1,15.670627
-10.0,1,15.678683
-10.0,1,15.687412
-10.0,1,15.697335
-10.0,1,15.705266
-10.0,1,15.714802
-10.0,1,15.722604
-10.0,1,15.732669
-10.0,1,15.740384
-10.0,1,15.747962
-10.0,1,15.75572
-10.0,1,15.765574
-10.0,1,15.773487
-10.0,1,15.781196
-10.0,1,15.788826
-10.0,1,15.799083
-10.0,1,15.806879
-10.0,1,15.818107
-10.0,1,15.825708
-10.0,1,15.83525
-10.0,1,15.842609
-10.0,1,15.850524
-10.0,1,15.856871
-10.0,1,15.865193
-10.0,1,15.871371
-10.0,1,15.878109
-10.0,1,15.884685
-10.0,1,15.893696
-10.0,1,15.900423
-10.0,1,15.907031
-10.0,1,15.914043
-10.0,1,15.92418
-10.0,1,15.930291
-10.0,1,15.936843
-10.0,1,15.943687
-10.0,1,15.95246
-10.0,1,15.959802
-10.0,1,15.966815
-10.0,1,15.974112
-10.0,1,15.983624
-10.0,1,15.991292
-10.0,1,15.999849
-10.0,1,16.00757
-10.0,1,16.017537
-10.0,1,16.02648
-10.0,1,16.033703
-10.0,1,16.041463
-10.0,1,16.051352
-10.0,1,16.058786
-10.0,1,16.066284
-10.0,1,16.07478
-10.0,1,16.084573
-10.0,1,16.090797
-10.0,1,16.097625
-10.0,1,16.10418
-10.0,1,16.112838
-10.0,1,16.119883
-10.0,1,16.127954
-10.0,1,16.134271
-10.0,1,16.142895
-10.0,1,16.149496
-10.0,1,16.156459
-10.0,1,16.163567
-10.0,1,16.172901
-10.0,1,16.180365
-10.0,1,16.188058
-10.0,1,16.196387
-10.0,1,16.205867
-10.0,1,16.213327
-10.0,1,16.220722
-10.0,1,16.229766
-10.0,1,16.239053
-10.0,1,16.246665
-10.0,1,16.25459
-10.0,1,16.262446
-10.0,1,16.273042
-10.0,1,16.280442
-10.0,1,16.287832
-10.0,1,16.295093
-10.0,1,16.305421
-10.0,1,16.312879
-10.0,1,16.320057
-10.0,1,16.327646
-10.0,1,16.340378
-10.0,1,16.346813
-10.0,1,16.352909
-10.0,1,16.359402
-10.0,1,16.368429
-10.0,1,16.375949
-10.0,1,16.383164
-10.0,1,16.39074
-10.0,1,16.400125
-10.0,1,16.407796
-10.0,1,16.415132
-10.0,1,16.422303
-10.0,1,16.435629
-10.0,1,16.444707
-10.0,1,16.452144
-10.0,1,16.459423
-10.0,1,16.469617
-10.0,1,16.477327
-10.0,1,16.484938
-10.0,1,16.49258
-10.0,1,16.502429
-10.0,1,16.510875
-10.0,1,16.51838
-10.0,1,16.526232
-10.0,1,16.536914
-10.0,1,16.545964
-10.0,1,16.55345
-10.0,1,16.560714
-10.0,1,16.570882
-10.0,1,16.578237
-10.0,1,16.586123
-10.0,1,16.593929
-10.0,1,16.604033
-10.0,1,16.612016
-10.0,1,16.62025
-10.0,1,16.627857
-10.0,1,16.637984
-10.0,1,16.648094
-10.0,1,16.655328
-10.0,1,16.662962
-10.0,1,16.672697
-10.0,1,16.680577
-10.0,1,16.688182
-10.0,1,16.69716
-10.0,1,16.707184
-10.0,1,16.715075
-10.0,1,16.722982
-10.0,1,16.730664
-10.0,1,16.740655
-10.0,1,16.750549
-10.0,1,16.758129
-10.0,1,16.767499
-10.0,1,16.7788
-10.0,1,16.787116
-10.0,1,16.796362
-10.0,1,16.803931
-10.0,1,16.814689
-10.0,1,16.822142
-10.0,1,16.830615
-10.0,1,16.838393
-10.0,1,16.852022
-10.0,1,16.859741
-10.0,1,16.86687
-10.0,1,16.873736
-10.0,1,16.883776
-10.0,1,16.892006
-10.0,1,16.90049
-10.0,1,16.909787
-10.0,1,16.919991
-10.0,1,16.928439
-10.0,1,16.937671
-10.0,1,16.946499
-10.0,1,16.960151
-10.0,1,16.96763
-10.0,1,16.976479
-10.0,1,16.984314
-10.0,1,16.995501
-10.0,1,17.003967
-10.0,1,17.012308
-10.0,1,17.020828
-10.0,1,17.03188
-10.0,1,17.04031
-10.0,1,17.047925
-10.0,1,17.057762
-10.0,1,17.067932
-10.0,1,17.076891
-10.0,1,17.085135
-10.0,1,17.093039
-10.0,1,17.104201
-10.0,1,17.112207
-10.0,1,17.120006
-10.0,1,17.128289
-10.0,1,17.139568
-10.0,1,17.148704
-10.0,1,17.156527
-10.0,1,17.165742
-10.0,1,17.177009
-10.0,1,17.185089
-10.0,1,17.193102
-10.0,1,17.201666
-10.0,1,17.212548
-10.0,1,17.220884
-10.0,1,17.229594
-10.0,1,17.237435
-10.0,1,17.247856
-10.0,1,17.255912
-10.0,1,17.264255
-10.0,1,17.275809
-10.0,1,17.285481
-10.0,1,17.293875
-10.0,1,17.301141
-10.0,1,17.308344
-10.0,1,17.319469
-10.0,1,17.328609
-10.0,1,17.33614
-10.0,1,17.345862
-10.0,1,17.355946
-10.0,1,17.364424
-10.0,1,17.373711
-10.0,1,17.380755
-10.0,1,17.390279
-10.0,1,17.397208
-10.0,1,17.405145
-10.0,1,17.413122
-10.0,1,17.42408
-10.0,1,17.431854
-10.0,1,17.439922
-10.0,1,17.447754
-10.0,1,17.45822
-10.0,1,17.466996
-10.0,1,17.474499
-10.0,1,17.48373
-10.0,1,17.493486
-10.0,1,17.501439
-10.0,1,17.509104
-10.0,1,17.516973
-10.0,1,17.527131
-10.0,1,17.534598
-10.0,1,17.541904
-10.0,1,17.549626
-10.0,1,17.559383
-10.0,1,17.567125
-10.0,1,17.574832
-10.0,1,17.584789
-10.0,1,17.594965
-10.0,1,17.602339
-10.0,1,17.609784
-10.0,1,17.617664
-10.0,1,17.627317
-10.0,1,17.634769
-10.0,1,17.642446
-10.0,1,17.649964
-10.0,1,17.660619
-10.0,1,17.667979
-10.0,1,17.675747
-10.0,1,17.685606
-10.0,1,17.695278
-10.0,1,17.702686
-10.0,1,17.710173
-10.0,1,17.717958
-10.0,1,17.729657
-10.0,1,17.73738
-10.0,1,17.745025
-10.0,1,17.752855
-10.0,1,17.762632
-10.0,1,17.770521
-10.0,1,17.779318
-10.0,1,17.78941
-10.0,1,17.79942
-10.0,1,17.806217
-10.0,1,17.813393
-10.0,1,17.820238
-10.0,1,17.830488
-10.0,1,17.83805
-10.0,1,17.845897
-10.0,1,17.853627
-10.0,1,17.864337
-10.0,1,17.873194
-10.0,1,17.88174
-10.0,1,17.897223
-10.0,1,17.908942
-10.0,1,17.918264
-10.0,1,17.929381
-10.0,1,17.942477
-10.0,1,17.957142
-10.0,1,17.967336
-10.0,1,17.976295
-10.0,1,17.984039
-10.0,1,17.995835
-10.0,1,18.005219
-10.0,1,18.012846
-10.0,1,18.020332
-10.0,1,18.029961
-10.0,1,18.037624
-10.0,1,18.045147
-10.0,1,18.052951
-10.0,1,18.062617
-10.0,1,18.073425
-10.0,1,18.081068
-10.0,1,18.088393
-10.0,1,18.09824
-10.0,1,18.107398
-10.0,1,18.115104
-10.0,1,18.12246
-10.0,1,18.133843
-10.0,1,18.141931
-10.0,1,18.14941
-10.0,1,18.157102
-10.0,1,18.167537
-10.0,1,18.175212
-10.0,1,18.182782
-10.0,1,18.190398
-10.0,1,18.200651
-10.0,1,18.209478
-10.0,1,18.217055
-10.0,1,18.225151
-10.0,1,18.2349
-10.0,1,18.242394
-10.0,1,18.24998
-10.0,1,18.257589
-10.0,1,18.267627
-10.0,1,18.275737
-10.0,1,18.283971
-10.0,1,18.291753
-10.0,1,18.30155
-10.0,1,18.310948
-10.0,1,18.318504
-10.0,1,18.325936
-10.0,1,18.335461
-10.0,1,18.343141
-10.0,1,18.350841
-10.0,1,18.358612
-10.0,1,18.368441
-10.0,1,18.376318
-10.0,1,18.385106
-10.0,1,18.393425
-10.0,1,18.403513
-10.0,1,18.413475
-10.0,1,18.420512
-10.0,1,18.427985
-10.0,1,18.437938
-10.0,1,18.445807
-10.0,1,18.453874
-10.0,1,18.46123
-10.0,1,18.471243
-10.0,1,18.480009
-10.0,1,18.488159
-10.0,1,18.495949
-10.0,1,18.505719
-10.0,1,18.515176
-10.0,1,18.523087
-10.0,1,18.530487
-10.0,1,18.54013
-10.0,1,18.547605
-10.0,1,18.555439
-10.0,1,18.563513
-10.0,1,18.573801
-10.0,1,18.58181
-10.0,1,18.589708
-10.0,1,18.597178
-10.0,1,18.608079
-10.0,1,18.615926
-10.0,1,18.625233
-10.0,1,18.632818
-10.0,1,18.643836
-10.0,1,18.65126
-10.0,1,18.659477
-10.0,1,18.667635
-10.0,1,18.678074
-10.0,1,18.685967
-10.0,1,18.693975
-10.0,1,18.70205
-10.0,1,18.712968
-10.0,1,18.722236
-10.0,1,18.729762
-10.0,1,18.738152
-10.0,1,18.748512
-10.0,1,18.756431
-10.0,1,18.764307
-10.0,1,18.771771
-10.0,1,18.781915
-10.0,1,18.789495
-10.0,1,18.797279
-10.0,1,18.805126
-10.0,1,18.815242
-10.0,1,18.823817
-10.0,1,18.833722
-10.0,1,18.841091
-10.0,1,18.851386
-10.0,1,18.859412
-10.0,1,18.867141
-10.0,1,18.874789
-10.0,1,18.887326
-10.0,1,18.896
-10.0,1,18.90367
-10.0,1,18.912532
-10.0,1,18.923562
-10.0,1,18.932915
-10.0,1,18.940753
-10.0,1,18.948554
-10.0,1,18.959046
-10.0,1,18.967793
-10.0,1,18.975724
-10.0,1,18.984166
-10.0,1,18.997482
-10.0,1,19.004682
-10.0,1,19.012563
-10.0,1,19.020098
-10.0,1,19.032696
-10.0,1,19.040434
-10.0,1,19.049151
-10.0,1,19.057215
-10.0,1,19.067799
-10.0,1,19.076622
-10.0,1,19.084988
-10.0,1,19.092968
-10.0,1,19.103203
-10.0,1,19.111228
-10.0,1,19.118866
-10.0,1,19.12709
-10.0,1,19.138455
-10.0,1,19.146548
-10.0,1,19.154074
-10.0,1,19.162093
-10.0,1,19.172141
-10.0,1,19.180757
-10.0,1,19.188293
-10.0,1,19.197057
-10.0,1,19.207669
-10.0,1,19.215939
-10.0,1,19.225009
-10.0,1,19.233206
-10.0,1,19.251178
-10.0,1,19.259914
-10.0,1,19.268975
-10.0,1,19.276001
-10.0,1,19.287622
-10.0,1,19.295856
-10.0,1,19.304173
-10.0,1,19.311895
-10.0,1,19.322859
-10.0,1,19.330942
-10.0,1,19.340194
-10.0,1,19.349102
-10.0,1,19.361848
-10.0,1,19.369937
-10.0,1,19.37782
-10.0,1,19.386052
-10.0,1,19.396624
-10.0,1,19.405176
-10.0,1,19.413074
-10.0,1,19.421203
-10.0,1,19.431722
-10.0,1,19.439562
-10.0,1,19.447262
-10.0,1,19.45473
-10.0,1,19.466751
-10.0,1,19.47509
-10.0,1,19.482913
-10.0,1,19.490773
-10.0,1,19.501301
-10.0,1,19.509132
-10.0,1,19.516787
-10.0,1,19.525046
-10.0,1,19.53513
-10.0,1,19.543647
-10.0,1,19.551891
-10.0,1,19.559628
-10.0,1,19.57104
-10.0,1,19.579459
-10.0,1,19.587719
-10.0,1,19.595465
-10.0,1,19.605458
-10.0,1,19.613708
-10.0,1,19.621498
-10.0,1,19.62928
-10.0,1,19.639042
-10.0,1,19.646789
-10.0,1,19.655372
-10.0,1,19.665684
-10.0,1,19.675972
-10.0,1,19.683599
-10.0,1,19.691225
-10.0,1,19.699426
-10.0,1,19.709303
-10.0,1,19.717036
-10.0,1,19.724756
-10.0,1,19.732507
-10.0,1,19.74306
-10.0,1,19.751919
-10.0,1,19.760191
-10.0,1,19.768022
-10.0,1,19.779746
-10.0,1,19.787102
-10.0,1,19.794902
-10.0,1,19.802286
-10.0,1,19.812014
-10.0,1,19.819367
-10.0,1,19.827048
-10.0,1,19.835128
-10.0,1,19.845704
-10.0,1,19.854118
-10.0,1,19.861872
-10.0,1,19.870076
-10.0,1,19.88187
-10.0,1,19.889643
-10.0,1,19.897885
-10.0,1,19.905458
-10.0,1,19.915381
-10.0,1,19.923018
-10.0,1,19.930804
-10.0,1,19.938314
-10.0,1,19.948547
-10.0,1,19.956289
-10.0,1,19.963884
-10.0,1,19.971705
-10.0,1,19.983023
-10.0,1,19.990527
-10.0,1,19.998345
-10.0,1,20.00569
-10.0,1,20.016082
-10.0,1,20.02373
-10.0,1,20.031911
-10.0,1,20.039663
-10.0,1,20.049602
-10.0,1,20.05742
-10.0,1,20.065208
-10.0,1,20.073089
-10.0,1,20.086158
-10.0,1,20.094054
-10.0,1,20.102231
-10.0,1,20.109474
-10.0,1,20.119658
-10.0,1,20.127657
-10.0,1,20.135873
-10.0,1,20.143333
-10.0,1,20.153531
-10.0,1,20.161259
-10.0,1,20.169063
-10.0,1,20.176533
-10.0,1,20.187923
-10.0,1,20.19559
-10.0,1,20.203242
-10.0,1,20.211059
-10.0,1,20.223158
-10.0,1,20.232235
-10.0,1,20.239603
-10.0,1,20.24816
-10.0,1,20.259079
-10.0,1,20.267416
-10.0,1,20.275546
-10.0,1,20.283859
-10.0,1,20.296975
-10.0,1,20.305293
-10.0,1,20.315266
-10.0,1,20.323051
-10.0,1,20.333343
-10.0,1,20.341031
-10.0,1,20.348801
-10.0,1,20.356381
-10.0,1,20.366637
-10.0,1,20.374862
-10.0,1,20.382525
-10.0,1,20.393254
-10.0,1,20.403358
-10.0,1,20.411297
-10.0,1,20.419008
-10.0,1,20.426971
-10.0,1,20.437194
-10.0,1,20.445147
-10.0,1,20.452833
-10.0,1,20.460177
-10.0,1,20.470134
-10.0,1,20.477887
-10.0,1,20.485434
-10.0,1,20.492985
-10.0,1,20.505059
-10.0,1,20.512664
-10.0,1,20.520202
-10.0,1,20.52754
-10.0,1,20.537542
-10.0,1,20.545319
-10.0,1,20.553039
-10.0,1,20.560385
-10.0,1,20.570027
-10.0,1,20.577489
-10.0,1,20.584917
-10.0,1,20.592332
-10.0,1,20.604083
-10.0,1,20.611465
-10.0,1,20.618686
-10.0,1,20.626297
-10.0,1,20.636018
-10.0,1,20.64457
-10.0,1,20.652146
-10.0,1,20.659718
-10.0,1,20.669617
-10.0,1,20.676933
-10.0,1,20.684411
-10.0,1,20.692056
-10.0,1,20.703217
-10.0,1,20.710316
-10.0,1,20.717767
-10.0,1,20.725228
-10.0,1,20.735605
-10.0,1,20.743099
-10.0,1,20.751556
-10.0,1,20.759052
-10.0,1,20.770292
-10.0,1,20.778258
-10.0,1,20.787166
-10.0,1,20.794923
-10.0,1,20.806636
-10.0,1,20.81437
-10.0,1,20.821491
-10.0,1,20.828902
-10.0,1,20.839389
-10.0,1,20.846782
-10.0,1,20.854421
-10.0,1,20.862089
-10.0,1,20.871934
-10.0,1,20.880611
-10.0,1,20.888386
-10.0,1,20.896431
-10.0,1,20.906857
-10.0,1,20.917605
-10.0,1,20.924776
-10.0,1,20.933482
